Cluster,Dataset,Designation,Department,Degree,Year,Type,Department.1,Degree.1,Year.1,Access
-1,3,stu,chem,BE,2,dept_bud,eni,BE,2,No
18,3,adj_prof,eni,NotA,NotA,q_pr,IT,ME,1,No
21,3,vis_prof,chem,NotA,NotA,q_pr,eni,ME,4,No
-1,3,stu,me,mtech,2,dept_bud,chem,BE,NotA,No
-1,3,vis_prof,eni,BE,2,attdn,IT,BE,2,No
-1,3,stu,IT,ME,1,proj,pha,ME,1,No
20,3,adj_prof,eni,NotA,NotA,asgn,IT,ME,4,No
-1,3,stu,pha,BE,4,proj,chem,BE,4,No
-1,3,vis_prof,eni,ME,NotA,std_mat,IT,mtech,3,No
18,3,adj_prof,chem,NotA,NotA,q_pr,eni,ME,1,No
21,3,vis_prof,chem,NotA,NotA,q_pr,eni,ME,3,No
-1,3,adj_prof,chem,NotA,NotA,proj,eni,mtech,2,No
-1,3,vis_prof,chem,ME,NotA,asgn,eni,btech,3,No
-1,3,vis_prof,IT,NotA,NotA,dept_bud,pha,btech,2,No
-1,3,stu,ece,mtech,2,dept_bud,chem,BE,NotA,No
20,3,adj_prof,pha,NotA,NotA,asgn,chem,ME,2,No
-1,3,adj_prof,IT,BE,NotA,q_pr,pha,btech,1,No
-1,3,stu,cse,mtech,1,dept_bud,pha,BE,NotA,No
-1,3,stu,pha,BE,1,dept_bud,chem,BE,1,No
-1,3,vis_prof,pha,NotA,NotA,quiz,chem,mtech,4,No
-1,3,vis_prof,chem,NotA,NotA,dept_bud,eni,btech,1,No
-1,3,adj_prof,eni,ME,NotA,asgn,IT,btech,1,No
-1,3,adj_prof,eni,ME,NotA,asgn,IT,mtech,3,No
-1,3,vis_prof,IT,NotA,NotA,quiz,pha,mtech,1,No
-1,3,stu,eni,BE,4,dept_bud,IT,BE,4,No
-1,3,vis_prof,eni,NotA,NotA,dept_bud,IT,btech,2,No
-1,3,adj_prof,eni,NotA,NotA,proj,IT,mtech,2,No
19,3,adj_prof,eni,NotA,NotA,std_mat,IT,BE,1,No
21,3,vis_prof,eni,NotA,NotA,q_pr,IT,BE,2,No
21,3,vis_prof,chem,NotA,NotA,q_pr,eni,BE,3,No
-1,3,adj_prof,chem,NotA,NotA,proj,eni,btech,3,No
-1,3,adj_prof,IT,BE,NotA,q_pr,pha,mtech,2,No
-1,3,stu,chem,ME,1,quiz,eni,ME,1,No
-1,3,vis_prof,IT,ME,2,attdn,pha,ME,2,No
-1,3,vis_prof,ece,mtech,1,dept_bud,chem,NotA,NotA,No
-1,3,adj_prof,chem,BE,NotA,asgn,eni,mtech,3,No
-1,3,vis_prof,IT,BE,NotA,q_pr,pha,btech,1,No
-1,3,vis_prof,chem,NotA,NotA,dept_bud,eni,btech,4,No
16,3,prof,IT,NotA,NotA,quiz,pha,ME,1,No
20,3,adj_prof,IT,NotA,NotA,asgn,pha,BE,1,No
18,3,adj_prof,chem,NotA,NotA,q_pr,eni,BE,1,No
-1,3,adj_prof,chem,NotA,NotA,quiz,eni,btech,2,No
12,3,stu,cse,BE,2,dept_bud,chem,NotA,NotA,No
-1,3,stu,pha,BE,1,proj,chem,BE,1,No
-1,3,stu,chem,BE,2,quiz,eni,BE,2,No
-1,3,adj_prof,eni,NotA,NotA,proj,IT,mtech,1,No
-1,3,adj_prof,eni,BE,3,stu_rec,IT,BE,3,No
-1,3,prof,chem,BE,NotA,proj,eni,btech,4,No
12,3,stu,ce,ME,1,dept_bud,pha,NotA,NotA,No
-1,3,vis_prof,eni,NotA,NotA,quiz,IT,mtech,1,No
19,3,adj_prof,IT,NotA,NotA,std_mat,pha,BE,3,No
-1,3,adj_prof,IT,NotA,NotA,proj,pha,btech,2,No
-1,3,adj_prof,chem,ME,1,attdn,eni,ME,1,No
-1,3,vis_prof,IT,NotA,NotA,quiz,pha,mtech,3,No
-1,3,vis_prof,IT,BE,2,std_mat,pha,BE,2,No
-1,3,adj_prof,pha,ME,NotA,q_pr,chem,btech,1,No
-1,3,stu,pha,ME,1,dept_bud,chem,ME,1,No
-1,3,vis_prof,IT,ME,NotA,std_mat,pha,btech,4,No
-1,3,adj_prof,IT,BE,1,stu_rec,pha,BE,1,No
-1,3,vis_prof,chem,BE,3,std_mat,eni,BE,3,No
-1,3,vis_prof,eni,ME,2,stu_rec,IT,ME,2,No
-1,3,adj_prof,pha,BE,2,std_mat,chem,BE,2,No
-1,3,stu,eni,ME,2,dept_bud,IT,ME,2,No
-1,3,vis_prof,chem,ME,NotA,std_mat,eni,btech,2,No
-1,3,adj_prof,eni,BE,NotA,asgn,IT,mtech,1,No
-1,3,adj_prof,eni,NotA,NotA,proj,IT,mtech,2,No
-1,3,prof,IT,BE,NotA,quiz,pha,btech,3,No
-1,3,vis_prof,pha,BE,NotA,std_mat,chem,mtech,1,No
-1,3,stu,IT,BE,2,dept_bud,pha,BE,2,No
-1,3,prof,chem,BE,NotA,quiz,eni,btech,4,No
-1,3,adj_prof,eni,BE,4,attdn,IT,BE,4,No
-1,3,vis_prof,chem,ME,2,attdn,eni,ME,2,No
-1,3,stu,IT,ME,1,quiz,pha,ME,1,No
-1,3,prof,pha,BE,NotA,quiz,chem,mtech,2,No
-1,3,adj_prof,eni,ME,2,std_mat,IT,ME,2,No
-1,3,vis_prof,chem,NotA,NotA,quiz,eni,mtech,2,No
-1,3,stu,eni,BE,2,dept_bud,IT,BE,2,No
17,3,vis_prof,IT,NotA,NotA,std_mat,pha,ME,1,No
-1,3,prof,pha,BE,NotA,proj,chem,mtech,1,No
-1,3,adj_prof,IT,NotA,NotA,proj,pha,btech,4,No
16,3,prof,pha,NotA,NotA,quiz,chem,ME,1,No
-1,3,vis_prof,chem,ME,NotA,asgn,eni,btech,2,No
18,3,adj_prof,pha,NotA,NotA,q_pr,chem,ME,3,No
-1,3,adj_prof,IT,BE,1,std_mat,pha,BE,1,No
21,3,vis_prof,eni,NotA,NotA,q_pr,IT,ME,3,No
-1,3,vis_prof,eni,BE,NotA,q_pr,IT,mtech,1,No
-1,3,vis_prof,chem,NotA,NotA,asgn,eni,BE,1,No
-1,3,adj_prof,eni,BE,1,std_mat,IT,BE,1,No
12,3,stu,pha,mtech,1,dept_bud,eni,NotA,NotA,No
-1,3,vis_prof,pha,ME,1,grade_book,chem,ME,1,No
-1,3,adj_prof,eni,BE,1,grade_book,IT,BE,1,No
-1,3,stu,IT,BE,2,proj,pha,BE,2,No
-1,3,stu,IT,ME,2,quiz,pha,ME,2,No
-1,3,vis_prof,pha,BE,4,attdn,chem,BE,4,No
-1,3,adj_prof,chem,NotA,NotA,quiz,eni,mtech,2,No
-1,3,adj_prof,chem,ME,NotA,asgn,eni,mtech,4,No
-1,3,adj_prof,IT,ME,2,grade_book,pha,ME,2,No
-1,3,vis_prof,pha,BE,NotA,std_mat,chem,btech,1,No
-1,3,adj_prof,pha,NotA,NotA,dept_bud,chem,btech,3,No
-1,3,adj_prof,chem,NotA,NotA,quiz,eni,btech,4,No
12,3,stu,ece,BE,1,dept_bud,pha,NotA,NotA,No
-1,3,stu,chem,BE,4,proj,eni,BE,4,No
-1,3,vis_prof,eni,NotA,NotA,proj,IT,mtech,2,No
-1,3,adj_prof,IT,BE,NotA,std_mat,pha,mtech,3,No
-1,3,adj_prof,chem,ME,NotA,q_pr,eni,btech,3,No
-1,3,adj_prof,IT,BE,4,grade_book,pha,BE,4,No
-1,3,vis_prof,eni,ME,1,attdn,IT,ME,1,No
18,3,adj_prof,eni,NotA,NotA,q_pr,IT,ME,4,No
15,3,prof,eni,NotA,NotA,proj,IT,ME,1,No
15,3,prof,eni,NotA,NotA,proj,IT,BE,2,No
-1,3,stu,me,mtech,1,dept_bud,chem,ME,NotA,No
12,3,stu,cse,ME,2,dept_bud,eni,NotA,NotA,No
-1,3,prof,eni,BE,NotA,proj,IT,btech,4,No
20,3,adj_prof,IT,NotA,NotA,asgn,pha,ME,1,No
-1,3,vis_prof,chem,NotA,NotA,proj,eni,btech,3,No
17,3,vis_prof,eni,NotA,NotA,std_mat,IT,ME,2,No
-1,3,vis_prof,eni,NotA,NotA,dept_bud,IT,btech,1,No
-1,3,stu,IT,ME,1,quiz,pha,ME,1,No
-1,3,adj_prof,IT,NotA,NotA,dept_bud,pha,mtech,3,No
-1,3,vis_prof,eni,NotA,NotA,quiz,IT,btech,4,No
-1,3,vis_prof,me,mtech,1,dept_bud,pha,NotA,NotA,No
-1,3,adj_prof,eni,BE,NotA,std_mat,IT,btech,1,No
-1,3,vis_prof,chem,BE,NotA,q_pr,eni,btech,4,No
-1,3,vis_prof,pha,BE,3,attdn,chem,BE,3,No
-1,3,vis_prof,pha,ME,2,std_mat,chem,ME,2,No
-1,3,adj_prof,eni,BE,NotA,q_pr,IT,mtech,4,No
-1,3,vis_prof,chem,NotA,NotA,quiz,eni,mtech,3,No
12,3,stu,cse,ME,1,dept_bud,chem,NotA,NotA,No
-1,3,vis_prof,eni,NotA,NotA,dept_bud,IT,mtech,1,No
-1,3,adj_prof,eni,NotA,NotA,quiz,IT,btech,2,No
15,3,prof,eni,NotA,NotA,proj,IT,ME,3,No
-1,3,vis_prof,chem,BE,NotA,std_mat,eni,mtech,1,No
-1,3,adj_prof,eni,NotA,NotA,quiz,IT,mtech,2,No
-1,3,prof,eni,ME,NotA,quiz,IT,btech,2,No
-1,3,vis_prof,IT,NotA,NotA,asgn,pha,BE,3,No
-1,3,prof,pha,ME,NotA,proj,chem,btech,1,No
-1,3,vis_prof,eni,NotA,NotA,dept_bud,IT,mtech,4,No
-1,3,prof,pha,BE,NotA,quiz,chem,btech,4,No
-1,3,adj_prof,chem,BE,NotA,std_mat,eni,btech,1,No
-1,3,stu,ce,mtech,2,dept_bud,pha,BE,NotA,No
20,3,adj_prof,pha,NotA,NotA,asgn,chem,BE,3,No
17,3,vis_prof,IT,NotA,NotA,std_mat,pha,ME,2,No
17,3,vis_prof,eni,NotA,NotA,std_mat,IT,ME,4,No
-1,3,vis_prof,ce,mtech,2,dept_bud,eni,NotA,NotA,No
-1,3,prof,eni,ME,NotA,quiz,IT,mtech,1,No
-1,3,adj_prof,pha,ME,NotA,asgn,chem,mtech,2,No
16,3,prof,eni,NotA,NotA,quiz,IT,BE,3,No
-1,3,adj_prof,pha,ME,NotA,asgn,chem,btech,4,No
-1,3,adj_prof,chem,ME,NotA,std_mat,eni,btech,2,No
-1,3,adj_prof,chem,BE,4,std_mat,eni,BE,4,No
-1,3,vis_prof,eni,ME,NotA,asgn,IT,mtech,2,No
20,3,adj_prof,IT,NotA,NotA,asgn,pha,BE,4,No
16,3,prof,chem,NotA,NotA,quiz,eni,ME,2,No
-1,3,adj_prof,pha,ME,NotA,std_mat,chem,mtech,3,No
-1,3,vis_prof,IT,BE,3,stu_rec,pha,BE,3,No
-1,3,vis_prof,IT,ME,NotA,std_mat,pha,mtech,4,No
-1,3,adj_prof,chem,NotA,NotA,quiz,eni,btech,3,No
19,3,adj_prof,IT,NotA,NotA,std_mat,pha,BE,4,No
-1,3,prof,pha,BE,NotA,quiz,chem,btech,2,No
-1,3,vis_prof,IT,BE,NotA,q_pr,pha,btech,4,No
-1,3,adj_prof,pha,ME,NotA,q_pr,chem,mtech,2,No
-1,3,adj_prof,IT,NotA,NotA,quiz,pha,btech,3,No
-1,3,stu,pha,BE,1,quiz,chem,BE,1,No
18,3,adj_prof,eni,NotA,NotA,q_pr,IT,ME,1,No
-1,3,vis_prof,eni,ME,1,std_mat,IT,ME,1,No
-1,3,adj_prof,chem,ME,NotA,asgn,eni,btech,4,No
-1,3,vis_prof,IT,NotA,NotA,quiz,pha,mtech,4,No
-1,3,vis_prof,eni,BE,4,grade_book,IT,BE,4,No
-1,3,vis_prof,chem,NotA,NotA,proj,eni,mtech,1,No
-1,3,stu,eni,BE,1,proj,IT,BE,1,No
-1,3,adj_prof,chem,ME,NotA,asgn,eni,btech,2,No
-1,3,adj_prof,eni,ME,NotA,std_mat,IT,btech,3,No
-1,3,adj_prof,IT,BE,NotA,asgn,pha,btech,2,No
-1,3,adj_prof,IT,NotA,NotA,dept_bud,pha,mtech,1,No
-1,3,prof,pha,ME,NotA,proj,chem,btech,3,No
12,3,stu,me,ME,1,dept_bud,eni,NotA,NotA,No
-1,3,adj_prof,pha,BE,NotA,std_mat,chem,btech,4,No
-1,3,stu,IT,BE,4,proj,pha,BE,4,No
-1,3,vis_prof,pha,BE,1,attdn,chem,BE,1,No
-1,3,vis_prof,pha,BE,NotA,asgn,chem,btech,1,No
-1,3,vis_prof,pha,ME,NotA,asgn,chem,mtech,1,No
-1,3,stu,eni,ME,2,dept_bud,IT,ME,2,No
-1,3,stu,chem,ME,2,quiz,eni,ME,2,No
-1,3,vis_prof,eni,NotA,NotA,dept_bud,IT,btech,3,No
-1,3,prof,chem,BE,NotA,quiz,eni,mtech,1,No
-1,3,stu,chem,BE,1,quiz,eni,BE,1,No
-1,3,vis_prof,eni,NotA,NotA,proj,IT,btech,3,No
-1,3,stu,pha,BE,2,quiz,chem,BE,2,No
-1,3,vis_prof,IT,ME,NotA,asgn,pha,mtech,3,No
-1,3,adj_prof,IT,BE,3,attdn,pha,BE,3,No
-1,3,adj_prof,chem,NotA,NotA,proj,eni,btech,4,No
-1,3,adj_prof,eni,NotA,NotA,quiz,IT,btech,3,No
-1,3,adj_prof,pha,NotA,NotA,proj,chem,mtech,4,No
-1,3,adj_prof,eni,BE,3,grade_book,IT,BE,3,No
-1,3,stu,chem,BE,4,quiz,eni,BE,4,No
-1,3,adj_prof,pha,BE,2,grade_book,chem,BE,2,No
19,3,adj_prof,chem,NotA,NotA,std_mat,eni,BE,1,No
-1,3,adj_prof,IT,NotA,NotA,proj,pha,mtech,1,No
19,3,adj_prof,eni,NotA,NotA,std_mat,IT,BE,4,No
-1,3,vis_prof,cse,mtech,2,dept_bud,pha,NotA,NotA,No
-1,3,adj_prof,chem,BE,3,attdn,eni,BE,3,No
12,3,stu,me,BE,2,dept_bud,eni,NotA,NotA,No
16,3,prof,pha,NotA,NotA,quiz,chem,ME,1,No
-1,3,prof,pha,BE,NotA,quiz,chem,btech,3,No
-1,3,vis_prof,IT,NotA,NotA,proj,pha,btech,1,No
19,3,adj_prof,IT,NotA,NotA,std_mat,pha,ME,2,No
-1,3,vis_prof,pha,ME,1,stu_rec,chem,ME,1,No
-1,3,adj_prof,chem,BE,1,stu_rec,eni,BE,1,No
-1,3,adj_prof,IT,BE,1,grade_book,pha,BE,1,No
-1,3,adj_prof,eni,NotA,NotA,dept_bud,IT,mtech,3,No
-1,3,vis_prof,IT,NotA,NotA,asgn,pha,BE,1,No
-1,3,stu,IT,BE,4,quiz,pha,BE,4,No
-1,3,vis_prof,IT,BE,NotA,q_pr,pha,mtech,4,No
15,3,prof,pha,NotA,NotA,proj,chem,BE,2,No
-1,3,stu,eni,BE,1,dept_bud,IT,BE,1,No
-1,3,stu,chem,ME,1,proj,eni,ME,1,No
-1,3,stu,chem,ME,1,dept_bud,eni,ME,1,No
-1,3,stu,eni,ME,1,dept_bud,IT,ME,1,No
-1,3,stu,eni,BE,2,dept_bud,IT,BE,2,No
16,3,prof,IT,NotA,NotA,quiz,pha,BE,2,No
15,3,prof,pha,NotA,NotA,proj,chem,ME,2,No
-1,3,stu,eni,BE,4,proj,IT,BE,4,No
-1,3,adj_prof,chem,BE,3,stu_rec,eni,BE,3,No
17,3,vis_prof,chem,NotA,NotA,std_mat,eni,BE,4,No
-1,3,vis_prof,chem,BE,NotA,q_pr,eni,mtech,2,No
-1,3,adj_prof,eni,ME,NotA,q_pr,IT,btech,2,No
-1,3,vis_prof,IT,BE,NotA,q_pr,pha,btech,3,No
18,3,adj_prof,pha,NotA,NotA,q_pr,chem,ME,3,No
-1,3,vis_prof,eni,BE,NotA,q_pr,IT,mtech,4,No
-1,3,vis_prof,IT,NotA,NotA,quiz,pha,btech,2,No
-1,3,adj_prof,pha,ME,2,grade_book,chem,ME,2,No
-1,3,vis_prof,IT,BE,NotA,asgn,pha,btech,4,No
